,type,id,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,numberOfBookableSeats,itineraries_0_duration,itineraries_0_segments_0_departure_iataCode,itineraries_0_segments_0_departure_terminal,itineraries_0_segments_0_departure_at,itineraries_0_segments_0_arrival_iataCode,itineraries_0_segments_0_arrival_terminal,itineraries_0_segments_0_arrival_at,itineraries_0_segments_0_carrierCode,itineraries_0_segments_0_number,itineraries_0_segments_0_aircraft_code,itineraries_0_segments_0_operating_carrierCode,itineraries_0_segments_0_duration,itineraries_0_segments_0_id,itineraries_0_segments_0_numberOfStops,itineraries_0_segments_0_blacklistedInEU,itineraries_0_segments_1_departure_iataCode,itineraries_0_segments_1_departure_terminal,itineraries_0_segments_1_departure_at,itineraries_0_segments_1_arrival_iataCode,itineraries_0_segments_1_arrival_terminal,itineraries_0_segments_1_arrival_at,itineraries_0_segments_1_carrierCode,itineraries_0_segments_1_number,itineraries_0_segments_1_aircraft_code,itineraries_0_segments_1_duration,itineraries_0_segments_1_id,itineraries_0_segments_1_numberOfStops,itineraries_0_segments_1_blacklistedInEU,price_currency,price_total,price_base,price_fees_0_amount,price_fees_0_type,price_fees_1_amount,price_fees_1_type,price_grandTotal,pricingOptions_fareType_0,pricingOptions_includedCheckedBagsOnly,validatingAirlineCodes_0,travelerPricings_0_travelerId,travelerPricings_0_fareOption,travelerPricings_0_travelerType,travelerPricings_0_price_currency,travelerPricings_0_price_total,travelerPricings_0_price_base,travelerPricings_0_fareDetailsBySegment_0_segmentId,travelerPricings_0_fareDetailsBySegment_0_cabin,travelerPricings_0_fareDetailsBySegment_0_fareBasis,travelerPricings_0_fareDetailsBySegment_0_class,travelerPricings_0_fareDetailsBySegment_0_includedCheckedBags_quantity,travelerPricings_0_fareDetailsBySegment_1_segmentId,travelerPricings_0_fareDetailsBySegment_1_cabin,travelerPricings_0_fareDetailsBySegment_1_fareBasis,travelerPricings_0_fareDetailsBySegment_1_brandedFare,travelerPricings_0_fareDetailsBySegment_1_class,travelerPricings_0_fareDetailsBySegment_1_includedCheckedBags_quantity
0,flight-offer,1,GDS,False,False,False,2021-06-16,4,PT17H5M,ORY,1,2021-07-10T21:55:00,BCN,1,2021-07-10T23:35:00,IB,5202,32A,VY,PT1H40M,1,0,False,BCN,1,2021-07-11T01:30:00,EZE,A,2021-07-11T10:00:00,IB,2601,332,PT13H30M,2,0,False,USD,482.83,420.00,0.00,SUPPLIER,0.00,TICKETING,482.83,PUBLISHED,False,IB,1,STANDARD,ADULT,USD,482.83,420.00,1,ECONOMY,AOW2NVY,A,0,2,ECONOMY,QNH2NOGK,LEVEL,Q,0
